routename,routeid,start,end,length,ave_speed(m/s),ave_grad,gap_time(s),track,path
R82,TD5043A(S),TD5043,TD5045,408.235,14.52743941,-0.758,39.57551893,"['TINT', 'TDMV', 'TDMW']","['P1756', 'P1025', 'P169', 'P168', 'P1016', 'P804']"
R83,TD5044A(M),TD5044,TD5040,1600.29484,33.52800003,0.638868416,47.73010137,"['TFPE', 'TFPG']","['P1015', 'P170', 'P1012', 'P803', 'P1518', 'P1515', 'P801']"
R249,TD5045A(C),TD5045,DC5063,4012.693196,12.76794812,-0.12753116,332.7151321,,"['P806', 'P1017', 'P199', 'P1019', 'P1525', 'P174', 'P175', 'P176', 'P177', 'P1027', 'P178', 'P179', 'P180', 'P181', 'P958', 'P245', 'P305', 'P306', 'P307', 'P1285', 'P308', 'P302', 'P1544', 'P981', 'P291', 'P293', 'P983', 'P814', 'P987', 'P993']"
R84,TD5045A(M),TD5045,DC5063,4012.693196,12.76794812,-0.12753116,332.7151321,"['TDMZ', 'TDPA', 'TDPC', 'TRKC', 'TNGK', 'TNGM', 'TNGR', 'TNGS', 'TNGU']","['P806', 'P1017', 'P199', 'P1019', 'P1525', 'P174', 'P175', 'P176', 'P177', 'P1027', 'P178', 'P179', 'P180', 'P181', 'P958', 'P245', 'P305', 'P306', 'P307', 'P1285', 'P308', 'P302', 'P1544', 'P981', 'P291', 'P293', 'P983', 'P814', 'P987', 'P993']"
R250,TD5045B-1(C),TD5045,DC5064,4013.775283,12.76751894,-0.127496779,332.8119545,,"['P806', 'P1017', 'P199', 'P1019', 'P1525', 'P174', 'P175', 'P176', 'P177', 'P1027', 'P178', 'P179', 'P180', 'P181', 'P958', 'P245', 'P305', 'P306', 'P307', 'P1285', 'P308', 'P302', 'P1544', 'P981', 'P295', 'P1245', 'P1244', 'P1250', 'P294', 'P984', 'P815', 'P988', 'P994']"
R85,TD5045B-1(M),TD5045,DC5064,4013.775283,12.76751894,-0.127496779,332.8119545,"['TDMZ', 'TDPA', 'TDPC', 'TRKC', 'TNGK', 'TNGM', 'TRKA', 'TRJY', 'TRJW', 'TRJV']","['P806', 'P1017', 'P199', 'P1019', 'P1525', 'P174', 'P175', 'P176', 'P177', 'P1027', 'P178', 'P179', 'P180', 'P181', 'P958', 'P245', 'P305', 'P306', 'P307', 'P1285', 'P308', 'P302', 'P1544', 'P981', 'P295', 'P1245', 'P1244', 'P1250', 'P294', 'P984', 'P815', 'P988', 'P994']"
R252,TD5045B-2(C),TD5045,DC5064,4013.775283,12.76751894,-0.127496779,332.8119545,,"['P806', 'P1017', 'P199', 'P1019', 'P1525', 'P174', 'P175', 'P176', 'P177', 'P1027', 'P178', 'P179', 'P180', 'P181', 'P958', 'P245', 'P305', 'P306', 'P307', 'P1285', 'P308', 'P302', 'P1544', 'P981', 'P295', 'P1245', 'P1244', 'P1250', 'P294', 'P984', 'P815', 'P988', 'P994']"
R86,TD5045B-2(M),TD5045,DC5064,4050.227816,12.12841128,-0.186900176,343.4635276,"['TDMZ', 'TFPB', 'TFMY', 'TFMW', 'TDPB', 'TDPE', 'TRKC', 'TRKA', 'TRJY', 'TRJW', 'TRJV']","['P806', 'P1017', 'P201', 'P202', 'P1289', 'P203', 'P200', 'P1661', 'P1755', 'P1521', 'P1018', 'P210', 'P1021', 'P187', 'P188', 'P1292', 'P1293', 'P190', 'P191', 'P192', 'P193', 'P1028', 'P246', 'P309', 'P1286', 'P310', 'P311', 'P303', 'P1545', 'P982', 'P292', 'P294', 'P984', 'P815', 'P988', 'P994']"
R251,TD5045C(C),TD5045,DC5065,3877.03315,14.36480561,-0.331324812,278.5892907,,"['P806', 'P1017', 'P199', 'P1019', 'P1525', 'P173', 'P1020', 'P189', 'P1022', 'P247', 'P312', 'P313', 'P314', 'P315', 'P1546', 'P1029', 'P816', 'P1060', 'P1061']"
R87,TD5045C(M),TD5045,DC5065,3877.03315,14.36480561,-0.331324812,278.5892907,"['TDMZ', 'TDPA', 'TDPB', 'TDPF', 'TDPG', 'TDPJ', 'TDPK']","['P806', 'P1017', 'P199', 'P1019', 'P1525', 'P173', 'P1020', 'P189', 'P1022', 'P247', 'P312', 'P313', 'P314', 'P315', 'P1546', 'P1029', 'P816', 'P1060', 'P1061']"
R254,TD5045D(C),TD5045,DC5066,4105.043548,13.76683916,-0.313080943,302.3757862,,"['P806', 'P1017', 'P201', 'P202', 'P1289', 'P203', 'P200', 'P1661', 'P1755', 'P1521', 'P1018', 'P210', 'P1021', 'P186', 'P1023', 'P194', 'P248', 'P320', 'P321', 'P322', 'P323', 'P1547', 'P1030', 'P818', 'P1059', 'P1058']"
R253,TD5045D(M),TD5045,DC5066,4105.043548,13.76683916,-0.313080943,302.3757862,"['TDMZ', 'TFPB', 'TFMY', 'TFMW', 'TFMU', 'TFMR', 'TFMP', 'TFMN', 'TFML']","['P806', 'P1017', 'P201', 'P202', 'P1289', 'P203', 'P200', 'P1661', 'P1755', 'P1521', 'P1018', 'P210', 'P1021', 'P186', 'P1023', 'P194', 'P248', 'P320', 'P321', 'P322', 'P323', 'P1547', 'P1030', 'P818', 'P1059', 'P1058']"
R255,TD5045E(C),TD5045,EC5487,4000.794045,8.054942129,-0.321723358,633.377892,,"['P806', 'P1017', 'P201', 'P202', 'P1289', 'P203', 'P200', 'P1661', 'P1755', 'P1521', 'P1018', 'P210', 'P1021', 'P186', 'P1023', 'P195', 'P196', 'P197', 'P198', 'P249', 'P334', 'P1288', 'P1287', 'P335', 'P336', 'P1750', 'P359', 'P1035', 'P1554', 'P337', 'P338', 'P339', 'P340', 'P341', 'P342', 'P343', 'P1037', 'P401', 'P1043', 'P819', 'P1046']"
R89,TD5045E(M),TD5045,EC5487,4000.794045,8.054942129,-0.321723358,633.377892,"['TDMZ', 'TFPB', 'TFMY', 'TFMW', 'TFMU', 'TECK', 'TECL', 'TECM', 'TECR', 'TECS', 'TECV']","['P806', 'P1017', 'P201', 'P202', 'P1289', 'P203', 'P200', 'P1661', 'P1755', 'P1521', 'P1018', 'P210', 'P1021', 'P186', 'P1023', 'P195', 'P196', 'P197', 'P198', 'P249', 'P334', 'P1288', 'P1287', 'P335', 'P336', 'P1750', 'P359', 'P1035', 'P1554', 'P337', 'P338', 'P339', 'P340', 'P341', 'P342', 'P343', 'P1037', 'P401', 'P1043', 'P819', 'P1046']"
R90,TD5046A(M),TD5046,TD5040,1361.56884,27.92482655,0.617980889,50.78994687,"['TDMV', 'TDMU', 'TFPE', 'TFPG']","['P1016', 'P168', 'P1014', 'P171', 'P172', 'P1012', 'P803', 'P1518', 'P1515', 'P801']"
R91,TD5046B(S),TD5046,,260.6597217,9.889086965,0.132053356,33.33560331,"['TDMV', 'TINT']","['P1016', 'P168', 'P169', 'P167']"
R92,TD5049A(S),TD5049,,216.2591922,6.705600006,-0.568,32.25053568,['TECD'],"['P1743', 'P182']"
R256,TD5049B(C),TD5049,DC5063,3032.424934,10.89287806,0.044616794,290.2180373,,"['P1743', 'P183', 'P184', 'P959', 'P958', 'P245', 'P305', 'P306', 'P307', 'P1285', 'P308', 'P302', 'P1544', 'P981', 'P291', 'P293', 'P983', 'P814', 'P987', 'P993']"
R93,TD5049B(M) ,TD5049,DC5063,3032.424934,10.89287806,0.044616794,290.2180373,"['TECD', 'TDPC', 'TRKC', 'TNGK', 'TNGM', 'TNGR', 'TNGS', 'TNGU']","['P1743', 'P183', 'P184', 'P959', 'P958', 'P245', 'P305', 'P306', 'P307', 'P1285', 'P308', 'P302', 'P1544', 'P981', 'P291', 'P293', 'P983', 'P814', 'P987', 'P993']"
R257,TD5049C(C),TD5049,DC5064,3033.507021,10.89297906,0.044600878,290.3148597,,"['P1743', 'P183', 'P184', 'P959', 'P958', 'P245', 'P305', 'P306', 'P307', 'P1285', 'P308', 'P302', 'P1544', 'P981', 'P295', 'P1245', 'P1244', 'P1250', 'P294', 'P984', 'P815', 'P988', 'P994']"
R94,TD5049C(M),TD5049,DC5064,3033.507021,10.89297906,0.044600878,290.3148597,"['TECD', 'TDPC', 'TRKC', 'TNGK', 'TNGM', 'TRKA', 'TRJY', 'TRJW', 'TRJV']","['P1743', 'P183', 'P184', 'P959', 'P958', 'P245', 'P305', 'P306', 'P307', 'P1285', 'P308', 'P302', 'P1544', 'P981', 'P295', 'P1245', 'P1244', 'P1250', 'P294', 'P984', 'P815', 'P988', 'P994']"
R95,TD5053A(S),TD5053,,2062.816204,9.311977411,0.207976497,150.8770545,"['TNGM', 'TRKA', 'TRKC', 'TDPE', 'TDPB', 'TFMW', 'TFMY', 'TECG']","['P983', 'P293', 'P1247', 'P1248', 'P1249', 'P1246', 'P982', 'P1545', 'P303', 'P311', 'P310', 'P1286', 'P309', 'P246', 'P1028', 'P193', 'P192', 'P191', 'P190', 'P1293', 'P1292', 'P188', 'P187', 'P1021', 'P210', 'P213', 'P1291', 'P1290', 'P212', 'P1523', 'P211', 'P1033', 'P1663']"
R96,TD5053B(M),TD5053,TD5044,2644.799409,16.71551699,0.329019512,192.7748665,"['TNGM', 'TRKA', 'TRKC', 'TDPE', 'TDPB', 'TFMW', 'TFMY', 'TFPB']","['P983', 'P293', 'P1247', 'P1248', 'P1249', 'P1246', 'P982', 'P1545', 'P303', 'P311', 'P310', 'P1286', 'P309', 'P246', 'P1028', 'P193', 'P192', 'P191', 'P190', 'P1293', 'P1292', 'P188', 'P187', 'P1021', 'P210', 'P1018', 'P1521', 'P1755', 'P1661', 'P200', 'P805']"
R97,TD5053C(M),TD5053,TD5046,2638.713196,14.23662086,0.237326681,203.0172529,"['TNGM', 'TNGK', 'TRKC', 'TDPC', 'TDPA', 'TDMZ']","['P983', 'P293', 'P291', 'P981', 'P1544', 'P302', 'P308', 'P1285', 'P307', 'P306', 'P305', 'P245', 'P958', 'P181', 'P180', 'P179', 'P178', 'P1027', 'P177', 'P176', 'P175', 'P174', 'P1525', 'P1019', 'P199', 'P1017', 'P806', 'P804']"
R98,TD5053D(S),TD5053,309A,1497.677925,10.63176169,-0.09402425,152.3129716,"['TNGM', 'TNGK', 'TRKC', 'TDPC', 'TECD']","['P983', 'P293', 'P291', 'P981', 'P1544', 'P302', 'P308', 'P1285', 'P307', 'P306', 'P305', 'P245', 'P958', 'P959', 'P184', 'P183']"
R99,TD5053E(S),TD5053,,1151.76725,13.46669298,-0.594296964,89.85522542,"['TNGM', 'TRKA', 'TRKC', 'TRKE', 'TRKD']","['P983', 'P293', 'P1247', 'P1248', 'P1249', 'P1246', 'P982', 'P1545', 'P303', 'P304', 'P965', 'P300', 'P301', 'P1557', 'P299', 'P298', 'P966']"
R100,TD5053F(M),TD5053,DW5311,8612.070323,24.86702585,0.060461494,369.870567,"['TNGM', 'TRKA', 'TRKC', 'TRKE', 'TRKG', 'TRKH', 'TRKJ', 'TRKL']","['P983', 'P293', 'P1247', 'P1248', 'P1249', 'P1246', 'P982', 'P1545', 'P303', 'P304', 'P965', 'P300', 'P1558', 'P964', 'P963', 'P811', 'P962', 'P287', 'P1712', 'P1711', 'P1694', 'P1683', 'P1682', 'P1466', 'P1181', 'P120', 'P1458', 'P768']"
R101,TD5053G(M),TD5053,DW5313,8480.82858,24.59850892,0.061350455,370.2441269,"['TNGM', 'TNGK', 'TNGJ', 'TNGF', 'TNGE', 'TNGD']","['P983', 'P293', 'P291', 'P981', 'P1544', 'P302', 'P975', 'P1671', 'P1561', 'P972', 'P810', 'P971', 'P281', 'P1710', 'P1709', 'P1702', 'P1689', 'P1684', 'P1465', 'P1177', 'P1457', 'P767']"
R102,TD5054A(S),TD5054,,2092.56104,9.338473673,0.205020202,153.5385466,"['TRKA', 'TRKC', 'TDPE', 'TDPB', 'TFMW', 'TFMY', 'TECG', 'TECF']","['P984', 'P294', 'P292', 'P982', 'P1545', 'P303', 'P311', 'P310', 'P1286', 'P309', 'P246', 'P1028', 'P193', 'P192', 'P191', 'P190', 'P1293', 'P1292', 'P188', 'P187', 'P1021', 'P210', 'P213', 'P1291', 'P1290', 'P212', 'P1523', 'P211', 'P1033', 'P1663']"
R103,TD5054B(M),TD5054,TD5044,2674.544246,16.65390947,0.325360335,195.4363586,"['TRKA', 'TRKC', 'TDPE', 'TDPB', 'TFMW', 'TFMY', 'TFPB']","['P984', 'P294', 'P292', 'P982', 'P1545', 'P303', 'P311', 'P310', 'P1286', 'P309', 'P246', 'P1028', 'P193', 'P192', 'P191', 'P190', 'P1293', 'P1292', 'P188', 'P187', 'P1021', 'P210', 'P1018', 'P1521', 'P1755', 'P1661', 'P200', 'P805']"
R104,TD5054C-1(M),TD5054,TD5046,2676.247816,13.24814888,0.325635732,213.7656483,"['TRKA', 'TRKC', 'TDPE', 'TDPB', 'TFMW', 'TFMY', 'TFPB', 'TDMZ']","['P984', 'P294', 'P292', 'P982', 'P1545', 'P303', 'P311', 'P310', 'P1286', 'P309', 'P246', 'P1028', 'P193', 'P192', 'P191', 'P190', 'P1293', 'P1292', 'P188', 'P187', 'P1021', 'P210', 'P1018', 'P1521', 'P1755', 'P1661', 'P200', 'P203', 'P1289', 'P202', 'P201', 'P1017', 'P806', 'P804']"
R258,TD5054C-2(M),TD5054,TD5046,2639.795283,14.23536627,0.237229398,203.1140752,"['TRKA', 'TNGM', 'TNGK', 'TRKC', 'TDPC', 'TDPA', 'TDMZ']","['P984', 'P294', 'P1250', 'P1244', 'P1245', 'P295', 'P981', 'P1544', 'P302', 'P308', 'P1285', 'P307', 'P306', 'P305', 'P245', 'P958', 'P181', 'P180', 'P179', 'P178', 'P1027', 'P177', 'P176', 'P175', 'P174', 'P1525', 'P1019', 'P199', 'P1017', 'P806', 'P804']"
R106,TD5054D(S),TD5054,TD5049,1508.480021,10.60685356,-0.089690998,153.8593301,"['TRKA', 'TNGM', 'TNGK', 'TRKC', 'TDPC', 'TECD']","['P984', 'P294', 'P1250', 'P1244', 'P1245', 'P295', 'P981', 'P1544', 'P302', 'P308', 'P1285', 'P307', 'P306', 'P305', 'P245', 'P958', 'P959', 'P184', 'P183', 'P1743']"
R107,TD5054E(S),TD5054,DW5310,1206.525086,13.36273046,-0.546593509,94.75481705,"['TRKA', 'TRKC', 'TRKE', 'TRKD']","['P984', 'P294', 'P292', 'P982', 'P1545', 'P303', 'P304', 'P965', 'P300', 'P301', 'P1557', 'P299', 'P298', 'P966', 'P812']"
R108,TD5054F(M),TD5054,DW5311,8641.815159,24.8199018,0.060253388,372.5320592,"['TRKA', 'TRKC', 'TRKE', 'TRKG', 'TRKH', 'TRKJ', 'TRKL']","['P984', 'P294', 'P292', 'P982', 'P1545', 'P303', 'P304', 'P965', 'P300', 'P1558', 'P964', 'P963', 'P811', 'P962', 'P287', 'P1712', 'P1711', 'P1694', 'P1683', 'P1682', 'P1466', 'P1181', 'P120', 'P1458', 'P768']"
R109,TD5054G(M),TD5054,DW5313,8481.910667,24.59679653,0.061342628,370.3409493,"['TRKA', 'TNGM', 'TNGK', 'TNGJ', 'TNGF', 'TNGE', 'TNGD']","['P984', 'P294', 'P1250', 'P1244', 'P1245', 'P295', 'P981', 'P1544', 'P302', 'P975', 'P1671', 'P1561', 'P972', 'P810', 'P971', 'P281', 'P1710', 'P1709', 'P1702', 'P1689', 'P1684', 'P1465', 'P1177', 'P1457', 'P767']"
R110,TD5055A(M),TD5055,TD5046,2646.80615,15.31826886,0.528580797,182.3528764,"['TDPF', 'TDPB', 'TDPA', 'TDMZ']","['P1029', 'P1546', 'P315', 'P314', 'P313', 'P312', 'P247', 'P1022', 'P189', 'P1020', 'P173', 'P1525', 'P1019', 'P199', 'P1017', 'P806', 'P804']"
R111,TD5056A(S),TD5056,EC5475,2081.153187,10.79559991,0.4654249,135.8530225,"['TFMR', 'TFMU', 'TFMW', 'TFMY', 'TECG', 'TECF']","['P1030', 'P1547', 'P323', 'P322', 'P321', 'P320', 'P248', 'P194', 'P1023', 'P186', 'P1021', 'P210', 'P213', 'P1291', 'P1290', 'P212', 'P1523', 'P211', 'P1033', 'P1663', 'P807']"
R112,TD5056B(M),TD5056,TD5044,2648.122393,17.91232518,0.528077263,171.0337622,"['TFMR', 'TFMU', 'TFMW', 'TFMY', 'TFPB']","['P1030', 'P1547', 'P323', 'P322', 'P321', 'P320', 'P248', 'P194', 'P1023', 'P186', 'P1021', 'P210', 'P1018', 'P1521', 'P1755', 'P1661', 'P200', 'P805']"
R113,TD5056C(M),TD5056,TD5046,2649.825964,14.47179615,0.52822508,189.3630519,"['TFMR', 'TFMU', 'TFMW', 'TFMY', 'TFPB', 'TDMZ']","['P1030', 'P1547', 'P323', 'P322', 'P321', 'P320', 'P248', 'P194', 'P1023', 'P186', 'P1021', 'P210', 'P1018', 'P1521', 'P1755', 'P1661', 'P200', 'P203', 'P1289', 'P202', 'P201', 'P1017', 'P806', 'P804']"
